cidade,pais,lat,lon
Acucena,Brazil,-19.0728,-42.5458
Cresson,United States,40.4626,-78.5866
Standish,United States,43.7811,-70.5685
Harrisonville,United States,38.6529,-94.3467
Makale,Indonesia,-3.086,119.8469
Sannicandro di Bari,Italy,41.0,16.8
Divonne-les-Bains,France,46.3567,6.1428
Kummersbruck,Germany,49.4167,11.8833
Asagi Ayibli,Azerbaijan,40.9347,45.8261
Clinton,United States,36.0981,-84.1283
San Agustin de las Juntas,Mexico,17.0,-96.7167
Kosching,Germany,48.8167,11.5
Brandon,United States,43.5928,-96.5799
Metsamor,Armenia,40.1428,44.1164
Littleton,United States,42.535,-71.4891
Carneirinho,Brazil,-19.6978,-50.6878
Ikryanoye,Russia,46.0903,47.7306
Tsuno,Japan,32.2567,131.5597
Lenggries,Germany,47.6803,11.5739
Aire-sur-la-Lys,France,50.6386,2.3967
Taghbalt,Morocco,30.6281,-5.3556
Milford,United States,40.4291,-75.4153
Tiana,Spain,41.4831,2.2697
Tarnok,Hungary,47.3597,18.8586
Le Beausset,France,43.1983,5.8028
Nolensville,United States,35.9572,-86.672
Kosh-Agach,Russia,49.9927,88.676
Inverigo,Italy,45.7333,9.2167
Ivancice,Czechia,49.1015,16.3775
Kargopol,Russia,61.5,38.9333
San Pancrazio Salentino,Italy,40.4167,17.8333
Figeac,France,44.6086,2.0317
Garlasco,Italy,45.2,8.9167
Rodinghausen,Germany,52.255,8.4817
Isabela,Puerto Rico,18.4991,-67.022
Wood River,United States,38.8631,-90.0773
Friendly,United States,38.7601,-76.9642
Ban Ratchakrut,Thailand,9.7571,98.5915
Hoek van Holland,Netherlands,51.9763,4.1323
Ollerton,United Kingdom,53.2,-1.02
Barga,Italy,44.075,10.4817
Kubrat,Bulgaria,43.7967,26.5011
Sleepy Hollow,United States,41.0936,-73.8724
Caspe,Spain,41.2333,-0.0333
Euxton,United Kingdom,53.662,-2.674
Colindres,Spain,43.3967,-3.4483
Sankt Andra,Austria,46.7667,14.8167
Surany,Slovakia,48.0833,18.1833
Fair Oaks Ranch,United States,29.7468,-98.6375
Robore,Bolivia,-18.3295,-59.76
Sipacate,Guatemala,13.9333,-91.15
Heteren,Netherlands,51.9575,5.755
Bou'nane,Morocco,32.0275,-3.0397
North Versailles,United States,40.3784,-79.8083
Nohfelden,Germany,49.5867,7.1428
Valea lui Mihai,Romania,47.52,22.13
Monteriggioni,Italy,43.4,11.2167
Lentvaris,Lithuania,54.6436,25.0517
Merzenich,Germany,50.8262,6.5267
Moba,Congo (Kinshasa),-7.0596,29.72
Holmen,United States,43.9699,-91.2661
Croydon,United States,40.0911,-74.8975
San Pedro Huamelula,Mexico,16.0167,-95.6667
Santa Maria Ajoloapan,Mexico,19.9692,-99.0353
Tay,Canada,44.7167,-79.7667
Santa Margherita Ligure,Italy,44.3349,9.2101
Coweta,United States,35.968,-95.6543
Suaita,Colombia,6.1019,-73.4406
Dubove,Ukraine,48.1781,23.8863
Villamarchante,Spain,39.5678,-0.6225
Ohrdruf,Germany,50.8281,10.7328
Fairmont,United States,43.6441,-94.4621
Coycoyan de las Flores,Mexico,17.2713,-98.2741
Valozhyn,Belarus,54.0833,26.5167
Moravska Trebova,Czechia,49.758,16.6643
Warrenton,United States,38.7176,-77.7975
Volodarsk,Russia,56.2333,43.2
Gassino Torinese,Italy,45.1333,7.8167
Caraibas,Brazil,-14.6,-41.335
Wielsbeke,Belgium,50.9089,3.3697
Purkersdorf,Austria,48.2092,16.1792
Kami-kawabe,Japan,35.4867,137.0706
Tafersit,Morocco,35.0192,-3.5684
San Juan,Philippines,17.6834,120.732
Progress Village,United States,27.8832,-82.3593
Nogent-le-Rotrou,France,48.3217,0.8217
Pleasant Hill,United States,41.5868,-93.4952
Galleh Dar,Iran,27.6594,52.6575
Taltal,Chile,-25.4,-70.47
Vuktyl,Russia,63.8667,57.3167
Senanga,Zambia,-16.1196,23.27
Maisenhausen,Germany,50.0172,8.9915
Waggaman,United States,29.9373,-90.2354
Alajarvi,Finland,63.0,23.8167
Aveley,United Kingdom,51.5018,0.2534
Kirchlinteln,Germany,52.9428,9.3183
Non Sung,Thailand,15.1788,102.2514
Buckie,United Kingdom,57.676,-2.965
Hiranai,Japan,40.9261,140.9561
Jerez,Guatemala,14.1,-89.75
Laurens,United States,34.5022,-82.0207
Hoeselt,Belgium,50.85,5.4833
Uchoa,Brazil,-20.9528,-49.175
Midland,United States,47.1734,-122.412
Bull Mountain,United States,45.4126,-122.8322
Flat Rock,United States,42.0991,-83.2716
Saint-Amand-Montrond,France,46.7228,2.505
Quartz Hill,United States,34.6527,-118.2163
Niederhasli,Switzerland,47.4822,8.4861
Molalla,United States,45.1502,-122.5844
Gar,China,32.2004,79.9833
Bonfinopolis,Brazil,-16.6178,-48.9628
Bude,United Kingdom,50.824,-4.542
Hlinsko,Czechia,49.7622,15.9076
Scotchtown,United States,41.4759,-74.3682
Pyetrykaw,Belarus,52.1333,28.5
Giesen,Germany,52.2,9.8833
Alden,United States,42.9114,-78.5211
River Vale,United States,41.0136,-74.008
Fort Oglethorpe,United States,34.9319,-85.246
Pinos Puente,Spain,37.25,-3.75
Visbek,Germany,52.8333,8.3167
Ratne,Ukraine,51.65,24.5333
Saint-Pierre-du-Mont,France,43.8825,-0.5194
Lapinlahti,Finland,63.3667,27.3833
Alkhan-Yurt,Russia,43.2317,45.5722
Tarhjicht,Morocco,29.0565,-9.428
Darabani,Romania,48.1864,26.5892
Ruffano,Italy,39.9833,18.25
Magnago,Italy,45.5792,8.8025
Campobello di Licata,Italy,37.2594,13.9192
Boves,Italy,44.3333,7.55
Alcoa,United States,35.8073,-83.9752
Vlist,Netherlands,51.9867,4.7889
Boudinar,Morocco,35.2001,-3.6429
Fernan-Nunez,Spain,37.6667,-4.7167
Lake Arbor,United States,38.907,-76.8299
Rute,Spain,37.3167,-4.3667
Ii,Finland,65.3167,25.3722
Garden Acres,United States,37.9637,-121.2296
Toging am Inn,Germany,48.272,12.6059
Miandasht,Iran,33.0736,50.1647
Bad Konig,Germany,49.7413,9.0071
Pasian di Prato,Italy,46.05,13.2
Oued Laou,Morocco,35.45,-5.0833
Mont-Saint-Martin,France,49.5406,5.7794
Blain,France,47.4761,-1.7636
Pereshchepyne,Ukraine,49.0179,35.3598
Anisio de Abreu,Brazil,-9.1889,-43.0458
Daruvar,Croatia,45.6,17.2167
Santa Cruz Atizapan,Mexico,19.1756,-99.4886
Dongcha,China,34.38,106.6623
Goldenstedt,Germany,52.7833,8.4167
Liesveld,Netherlands,51.9156,4.8456
Orland,United States,39.7461,-122.1856
Cuicatlan,Mexico,17.7255,-96.9222
Fouesnant,France,47.8933,-4.0122
Itatiaiucu,Brazil,-20.1969,-44.4208
Helotes,United States,29.5693,-98.6956
Saint-Jean-le-Blanc,France,47.8919,1.9172
Sorkheh,Iran,35.4633,53.2139
Leppavirta,Finland,62.4917,27.7875
Mareno di Piave,Italy,45.8409,12.352
Aytre,France,46.1342,-1.1144
Bee Ridge,United States,27.2855,-82.4731
Gessate,Italy,45.55,9.4333
Ploermel,France,47.9317,-2.3975
Haddington,United Kingdom,55.958,-2.774
Constantina,Brazil,-27.735,-52.9919
Frickenhausen,Germany,48.5928,9.3611
Monte Escobedo,Mexico,22.3,-103.5667
Amatenango del Valle,Mexico,16.5333,-92.4333
Sande,Norway,59.5936,10.2076
Merville,France,50.6439,2.6403
Liminka,Finland,64.8083,25.4167
Estavayer-le-Lac,Switzerland,46.85,6.8472
Key Largo,United States,25.1224,-80.412
Masquefa,Spain,41.5036,1.8136
Kourimat,Morocco,31.4569,-9.3131
Ribadeo,Spain,43.5336,-7.0403
Lambesc,France,43.6539,5.2619
Piedras Blancas,Spain,43.56,-5.976
Boucau,France,43.5236,-1.4867
Saint-Doulchard,France,47.0997,2.3728
Nea Moudania,Greece,40.2386,23.2814
Outa Bouabane,Morocco,34.2606,-4.4139
Westphalia,United States,38.8385,-76.8231
Worth,United Kingdom,51.113,-0.147
Umburetama,Brazil,-7.6958,-35.6639
Conselice,Italy,44.5167,11.8333
Foix,France,42.9653,1.6069
Wabash,United States,40.8034,-85.8301
Pokrovske,Ukraine,47.9853,36.2367
Saint-Remy-de-Provence,France,43.7894,4.8317
Zell am See,Austria,47.3233,12.7981
Gunnedah,Australia,-30.9667,150.25
Zaozersk,Russia,69.4,32.45
Itapeva,Brazil,-22.7678,-46.2208
East Bradford,United States,39.959,-75.6469
Novyye Atagi,Russia,43.1328,45.7797
Bad Breisig,Germany,50.5092,7.2964
Saint-Lys,France,43.5142,1.1775
Montescaglioso,Italy,40.55,16.6667
Garliava,Lithuania,54.8167,23.8667
Bad Gandersheim,Germany,51.8719,10.0253
Deruta,Italy,42.9833,12.4167
Winterville,United States,35.5287,-77.3994
Capim Branco,Brazil,-19.5489,-44.1169
Ilsfeld,Germany,49.05,9.25
Pia,France,42.7447,2.9208
Bogande,Burkina Faso,12.9714,-0.1436
Urzhum,Russia,57.1167,50.0
Byalynichy,Belarus,53.9956,29.7096
Ramsey,United Kingdom,52.45,-0.12
Castel Bolognese,Italy,44.3167,11.8
Porto Rafti,Greece,37.8844,24.0125
Cosne sur Loire,France,47.4103,2.925
Jilotlan de los Dolores,Mexico,19.3708,-103.0197
Vargem,Brazil,-22.8889,-46.4139
Clay,United States,33.6976,-86.607
Celebration,United States,28.3102,-81.551
Saarijarvi,Finland,62.7056,25.2569
Arteaga,Mexico,25.4453,-100.8467
Temiskaming Shores,Canada,47.5167,-79.6833
Wilnecote,United Kingdom,52.6081,-1.6677
Carregal do Sal,Portugal,40.4333,-8.0
Towcester,United Kingdom,52.13,-0.99
Caldas de Reyes,Spain,42.6028,-8.6383
St. Albans,United States,38.3769,-81.8198
Altmunster,Austria,47.9,13.7667
Talachyn,Belarus,54.4167,29.7
Berd,Armenia,40.8808,45.3917
Poggio Renatico,Italy,44.765,11.4833
Fallanden,Switzerland,47.3717,8.64
Mirante,Brazil,-14.2419,-40.7728
Mission,United States,39.027,-94.6568
Margarita,Colombia,9.1531,-74.2881
Monticello Conte Otto,Italy,45.6,11.5833
Osthofen,Germany,49.7078,8.3289
Pantano Grande,Brazil,-30.1908,-52.3739
Trancoso,Portugal,40.7833,-7.35
Oulunsalo,Finland,64.9333,25.4167
Berwick,United States,41.0555,-76.2492
Grossrohrsdorf,Germany,51.1419,14.0139
Lago Ranco,Chile,-40.3167,-72.5
Nong Wua So,Thailand,17.1625,102.5728
Alachua,United States,29.7778,-82.4831
Magny-les-Hameaux,France,48.7239,2.0842
Aarburg,Switzerland,47.3206,7.9014
San Giovanni in Marignano,Italy,43.9393,12.7137
Nea Artaki,Greece,38.5167,23.6333
Kinnelon,United States,40.9847,-74.3862
Worsborough,United Kingdom,53.52,-1.47
Ventnor City,United States,39.3457,-74.486
Colts Neck,United States,40.2928,-74.168
Fuente Palmera,Spain,37.7,-5.1
Rockcreek,United States,45.5525,-122.8757
Bellinzago Novarese,Italy,45.5833,8.6333
Qiziltepa,Uzbekistan,40.0319,64.8492
Mezobereny,Hungary,46.8256,21.0289
Resana,Italy,45.6333,11.95
Chimay,Belgium,50.0479,4.3173
Rothrist,Switzerland,47.3028,7.8833
Emmett,United States,43.8685,-116.489
Brandis,Germany,51.3347,12.6089
Sugar Grove,United States,41.7758,-88.448
Kushnarenkovo,Russia,55.1049,55.3479
Beuvry,France,50.5197,2.6794
Bockenem,Germany,52.0117,10.1319
River Grove,United States,41.9243,-87.8379
Toudja,Algeria,36.7586,4.8933
Revel,France,43.4586,2.0042
Hinton,Canada,53.4114,-117.5639
Zinkiv,Ukraine,50.2081,34.3668
Saint-Sauveur,Canada,45.9,-74.17
Great Billing,United Kingdom,52.2577,-0.8222
Titu,Romania,44.6622,25.5736
Lucon,France,46.4547,-1.1658
Quesnel,Canada,52.9784,-122.4927
Pilar,Philippines,9.8667,126.1
South Lebanon,United States,40.3058,-76.3708
Torrinha,Brazil,-22.4258,-48.1689
Mora,Spain,39.684,-3.777
Varna,Russia,53.3819,60.9747
Ruoqiang,China,39.0181,88.1681
Pierrelaye,France,49.0225,2.1503
Ashukino,Russia,56.1667,37.95
Norosi,Colombia,8.5261,-74.0378
Dodworth,United Kingdom,53.5417,-1.5214
Pingree Grove,United States,42.0857,-88.4362
Ellon,United Kingdom,57.366,-2.086
Middleton,United States,42.6043,-71.0164
Fort Irwin,United States,35.2476,-116.6834
Sherborne,United Kingdom,50.9469,-2.5171
Ananas,Brazil,-6.3658,-48.0728
Vries,Netherlands,53.0733,6.5769
Northampton,United States,40.6866,-75.4904
Matadepera,Spain,41.6036,2.0244
Serafimovskiy,Russia,54.4242,53.7964
Nueva Guadalupe,El Salvador,13.5333,-88.35
Bueng Khong Long,Thailand,17.9684,104.0484
Kobeliaky,Ukraine,49.1474,34.1993
Beilngries,Germany,49.0342,11.4726
Berezivka,Ukraine,47.2039,30.9125
Gudensberg,Germany,51.1762,9.3575
Makariv,Ukraine,50.4667,29.8167
Sarapui,Brazil,-23.6408,-47.825
Belomorsk,Russia,64.5167,34.7667
Broni,Italy,45.0619,9.2611
Ellisville,United States,38.5897,-90.5884
Piombino Dese,Italy,45.6,11.9333
Muurame,Finland,62.1292,25.6722
Litovel,Czechia,49.7012,17.0762
La Salvetat-Saint-Gilles,France,43.5761,1.2714
Madera Acres,United States,37.0123,-120.0799
Bad Liebenzell,Germany,48.7742,8.7314
Roztoky,Czechia,50.1585,14.3977
Gloucester Point,United States,37.2767,-76.5043
Elizabethtown-Kitley,Canada,44.7,-75.8833
Photharam,Thailand,13.6918,99.8531
Burgos,Philippines,18.5167,120.65
Pluderhausen,Germany,48.795,9.6011
Brandywine,United States,38.6963,-76.8846
Morinville,Canada,53.8022,-113.6497
Chom Thong,Thailand,18.418,98.6758
Hohr-Grenzhausen,Germany,50.435,7.6711
La Tour-du-Pin,France,45.5658,5.445
Mikun,Russia,62.35,50.0667
Hateg,Romania,45.6075,22.95
Veauche,France,45.5619,4.2781
Brewster,United States,41.7463,-70.0675
T'q'ibuli,Georgia,42.3503,42.9983
Artigues-pres-Bordeaux,France,44.8606,-0.4936
Oldenburg in Holstein,Germany,54.2922,10.8867
Nersingen,Germany,48.4289,10.1219
Saint-Barthelemy-d'Anjou,France,47.4675,-0.495
Matamata,New Zealand,-37.8097,175.7733
Carroll,United States,42.0699,-94.8647
Carlton Colville,United Kingdom,52.454,1.691
Schlitz,Germany,50.6759,9.5593
Zorneding,Germany,48.0833,11.8333
Port Townsend,United States,48.122,-122.7872
Ban Krot,Thailand,14.3121,100.6005
Coffeyville,United States,37.0518,-95.618
Suntar,Russia,62.1575,117.6442
Heilsbronn,Germany,49.3386,10.7908
Osterburg,Germany,52.7833,11.7667
Chillicothe,United States,39.7953,-93.5499
Lake Barcroft,United States,38.8514,-77.1579
Burtonsville,United States,39.1166,-76.9356
Skopin,Russia,53.8167,39.55
Wamel,Netherlands,51.88,5.4692
Franklin,United States,43.4499,-71.6691
Robertsdale,United States,30.5534,-87.7023
Halikko,Finland,60.3972,23.0778
Triuggio,Italy,45.6667,9.2667
Aizenay,France,46.74,-1.6083
Almusafes,Spain,39.2903,-0.4147
Dolianova,Italy,39.3785,9.1784
Mozzate,Italy,45.6833,8.95
Masku,Finland,60.5708,22.1
Baker City,United States,44.7749,-117.832
Dorogobuzh,Russia,54.92,33.3078
Tisnov,Czechia,49.3487,16.4244
Totma,Russia,59.9833,42.7667
Sorbolo,Italy,44.8463,10.4486
Everswinkel,Germany,51.925,7.8478
Vardenik,Armenia,40.135,45.4364
Florania,Brazil,-6.1269,-36.8178
Cobham,United Kingdom,51.329,-0.409
Chiang Klang,Thailand,19.2939,100.8617
Itasca,United States,41.9773,-88.0182
Grey Highlands,Canada,44.3333,-80.5
Atherstone,United Kingdom,52.5787,-1.5462
Sidi Bou Othmane,Morocco,31.9033,-7.9422
Ware,United States,42.2806,-72.2843
Margny-les-Compiegne,France,49.4261,2.8208
Jennings,United States,30.2233,-92.6582
Folignano,Italy,42.821,13.6329
Axixa do Tocantins,Brazil,-5.6169,-47.7689
Thap Khlo,Thailand,16.16,100.5967
Guntramsdorf,Austria,48.0483,16.315
Villarrubia de los Ojos,Spain,39.2167,-3.6
Tadla,Morocco,32.4408,-8.3708
Woodbury,United States,39.8379,-75.1524
Leeton,Australia,-34.5483,146.4011
Mentone,United States,34.0609,-117.1108
Little River,United States,33.8787,-78.6393
Alcarraz,Spain,41.5638,0.5241
Mittagong,Australia,-34.45,150.45
Biei,Japan,43.5883,142.4669
Spelle,Germany,52.3667,7.4667
Vega Alta,Puerto Rico,18.4152,-66.3211
Cody,United States,44.5212,-109.0549
Mooresville,United States,39.6022,-86.3681
Nyurba,Russia,63.2833,118.3333
Conning Towers Nautilus Park,United States,41.3855,-72.0686
Albano Sant'Alessandro,Italy,45.6858,9.7678
Mae Rim,Thailand,18.9163,98.9605
Ostercappeln,Germany,52.35,8.2333
Treillieres,France,47.3308,-1.6267
Matelica,Italy,43.2566,13.0096
Aklim,Morocco,34.9167,-2.4333
Flero,Italy,45.4835,10.1745
Sorisole,Italy,45.7375,9.6564
Souffelweyersheim,France,48.635,7.7408
Aulnoye-Aymeries,France,50.2047,3.8356
Aghbalou Aqourar,Morocco,33.9342,-4.7381
Suzdal,Russia,56.4211,40.4489
Kemberg,Germany,51.7736,12.6359
George Mason,United States,38.8355,-77.3185
Caturama,Brazil,-13.3289,-42.2908
Hostotipaquillo,Mexico,21.0588,-104.0508
Fort Salonga,United States,40.906,-73.2992
Studenka,Czechia,49.7234,18.0786
Russellville,United States,34.5056,-87.7282
Tweed Heads,Australia,-28.1833,153.55
Annan,United Kingdom,54.983,-3.266
Podu Iloaiei,Romania,47.2167,27.2667
Hattula,Finland,61.0556,24.3708
Nordwalde,Germany,52.0833,7.4833
Mendicino,Italy,39.2628,16.1945
Sevilla La Nueva,Spain,40.3475,-4.0272
North Bend,United States,43.4075,-124.2364
Clarksville,United States,35.457,-93.4803
Grimmen,Germany,54.11,13.0414
Loria,Italy,45.7333,11.8667
Eisenberg,Germany,49.5614,8.0725
Redon,France,47.6514,-2.0847
Basse-Goulaine,France,47.2153,-1.4656
Neustadt,Germany,50.85,9.1167
Wagner,Brazil,-12.2869,-41.1678
Sarkad,Hungary,46.74,21.3778
Philipsburg,United States,40.8952,-78.2145
Denham Springs,United States,30.4743,-90.9594
Cardeal da Silva,Brazil,-11.9419,-37.9489
Glencoe,New Zealand,-46.192,168.646
Scaggsville,United States,39.1416,-76.8843
Corte Madera,United States,37.9238,-122.5129
Umbrete,Spain,37.3667,-6.15
Douar Lehouifrat,Morocco,32.28,-8.31
Oberstdorf,Germany,47.4097,10.2792
Akhuryan,Armenia,40.781,43.9001
Jewett City,United States,41.607,-71.9807
Cuero,United States,29.1024,-97.2871
Butler,United States,41.0362,-75.9801
Fauske,Norway,67.2596,15.3941
Argostoli,Greece,38.1739,20.4883
Grado,Spain,43.3881,-6.0736
Felpham,United Kingdom,50.7905,-0.6539
Nopaltepec,Mexico,19.7819,-98.7125
Sangeorz-Bai,Romania,47.37,24.68
Ussel,France,45.5481,2.3092
Sidi Ahmed El Khadir,Morocco,32.5167,-7.3833
Budd Lake,United States,40.8733,-74.7374
La Ravoire,France,45.5569,5.9664
San Pedro,Chile,-33.9,-71.4667
Vesele,Ukraine,47.016,34.9124
Pizzo,Italy,38.7333,16.1667
Nakao,Japan,35.3308,139.2189
Columbia City,United States,41.1612,-85.4855
Aleksandrov Gay,Russia,50.1333,48.55
Punta del Este,Uruguay,-34.9786,-54.9331
Voitsberg,Austria,47.0483,15.1503
Yalaguina,Nicaragua,13.4833,-86.4833
Zafferana Etnea,Italy,37.6833,15.1
Kittery,United States,43.0998,-70.7126
Nolinsk,Russia,57.5572,49.9342
Ingre,France,47.9206,1.8242
Liteni,Romania,47.52,26.5319
Blacklick Estates,United States,39.9049,-82.8655
Alsbach-Hahnlein,Germany,49.7413,8.6225
Huaniqueo de Morales,Mexico,19.8946,-101.5122
Idanha-a-Nova,Portugal,39.9167,-7.2333
Bearsted,United Kingdom,51.2738,0.5789
Farsund,Norway,58.0828,6.7528
Halen,Belgium,50.9481,5.1144
Bni Boufrah,Morocco,35.0675,-4.3206
East Aurora,United States,42.7666,-78.6172
Southwick,United States,42.0544,-72.7785
Nove Mesto nad Metuji,Czechia,50.3446,16.1515
Loudeac,France,48.1778,-2.7533
Heiligenhafen,Germany,54.3739,10.9797
Shchuchye,Russia,55.2167,62.7667
Akabira,Japan,43.5581,142.0442
Rio Vista,United States,38.1763,-121.7025
Imias,Cuba,20.0767,-74.6519
Dungarvan,Ireland,52.0845,-7.6397
Herkimer,United States,43.061,-74.9894
Philipstown,United States,41.4188,-73.9152
Alexandria,United States,38.9621,-84.386
Wehrheim,Germany,50.3033,8.571
Eidson Road,United States,28.6677,-100.4787
Dushanove,Kosovo,42.2347,20.7091
Bisingen,Germany,48.3119,8.9178
Ehningen,Germany,48.6589,8.9403
Leguevin,France,43.5989,1.2331
San Marzano di San Giuseppe,Italy,40.45,17.5
Saint-Aubin-les-Elbeuf,France,49.3003,1.0111
Stratford,Canada,46.2167,-63.0893
Lavis,Italy,46.139,11.1123
Prospect,United States,41.4993,-72.976
Plains,United States,41.2658,-75.8145
Boaz,United States,34.1985,-86.1529
Cuellar,Spain,41.4009,-4.3136
Kawanishicho,Japan,34.5844,135.7742
Benalla,Australia,-36.5519,145.9817
Pleasant Valley,United States,41.7697,-73.805
Foiano della Chiana,Italy,43.2567,11.8164
Chesapeake Ranch Estates,United States,38.3574,-76.4147
La Matanza de Acentejo,Spain,28.4403,-16.4389
Countryside,United States,39.0518,-77.4124
Porto Tolle,Italy,44.95,12.3167
Matlock,United Kingdom,53.14,-1.55
Cavriglia,Italy,43.5216,11.4864
Maserada sul Piave,Italy,45.75,12.3167
St. Francis,United States,42.9716,-87.8729
Awans,Belgium,50.6669,5.4633
Holywell,United Kingdom,53.274,-3.223
Alhendin,Spain,37.1167,-3.65
Pasil,Philippines,17.3833,121.15
Schmitten,Germany,50.2697,8.4443
Kola,Russia,68.8831,33.0219
Hohenmolsen,Germany,51.1564,12.0981
Seysses,France,43.4981,1.3125
Formoso,Brazil,-14.9469,-46.2319
Tzitzio,Mexico,19.4449,-100.9085
Visselhovede,Germany,52.9833,9.6
Dassel,Germany,51.8033,9.6903
Holualoa,United States,19.6238,-155.9269
Immingham,United Kingdom,53.6139,-0.2183
Bersted,United Kingdom,50.797,-0.689
Swanage,United Kingdom,50.608,-1.96
East Rutherford,United States,40.8179,-74.0854
Pechory,Russia,57.8167,27.6
Williston,United States,44.4348,-73.0894
Frei Inocencio,Brazil,-18.545,-41.9219
Valerik,Russia,43.1797,45.4081
Fort Valley,United States,32.552,-83.8819
Joigny,France,47.9822,3.3972
Castelleone,Italy,45.2958,9.7609
Laubach,Germany,50.5426,8.9891
Commerce,United States,33.2421,-95.8991
Alfred and Plantagenet,Canada,45.5667,-74.9167
West Tawakoni,United States,32.8976,-96.0217
Irigny,France,45.6731,4.8225
Ilsenburg,Germany,51.8667,10.6833
Tryavna,Bulgaria,42.8667,25.4919
Olivares,Spain,37.4167,-6.15
Schonwalde-Siedlung,Germany,52.65,12.9833
Monte Porzio Catone,Italy,41.8167,12.7167
Khodoriv,Ukraine,49.41,24.3094
Antonio Dias,Brazil,-19.6528,-42.8719
Warrenton,United States,38.8187,-91.1384
Marysville,United States,42.9084,-82.4806
Marlton,United States,39.9016,-74.9297
Greenville,United States,43.1797,-85.2533
Attnang-Puchheim,Austria,48.0167,13.7167
Ledbury,United Kingdom,52.0339,-2.4235
Krasnogvardeyskoye,Russia,45.1278,39.5725
Ayntap,Armenia,40.0986,44.4681
Nepi,Italy,42.2436,12.3464
Fiesso d'Artico,Italy,45.4167,12.0333
Douar Messassa,Morocco,34.2803,-4.5336
Lesquin,France,50.5897,3.1111
Alfaro,Spain,42.1783,-1.7492
Stary Sacz,Poland,49.5625,20.6364
Burlington,United States,41.7598,-72.9589
Candiota,Brazil,-31.5578,-53.6728
Rio del Mar,United States,36.9607,-121.8807
La Victoria de Acentejo,Spain,28.4348,-16.4682
Brand-Erbisdorf,Germany,50.8689,13.3219
Harsova,Romania,44.6833,27.9519
Couzeix,France,45.8761,1.2386
Solsona,Spain,41.9944,1.5178
Oulad Imloul,Morocco,32.0333,-7.7167
Picture Rocks,United States,32.3274,-111.2557
Aguia Branca,Brazil,-18.9828,-40.74
Penn,United States,40.1864,-76.3726
Besozzo,Italy,45.85,8.6667
Zwiesel,Germany,49.0167,13.2333
Cameron,United States,39.7469,-94.2364
Waterford,United States,37.6429,-120.7553
Memphis,United States,27.5435,-82.5607
Pinhel,Portugal,40.7833,-7.0667
Traversetolo,Italy,44.6399,10.3818
Masera di Padova,Italy,45.3167,11.8667
Mont-Tremblant,Canada,46.1167,-74.6
Martensville,Canada,52.2897,-106.6667
Barleben,Germany,52.2,11.6333
Fort Stewart,United States,31.8818,-81.6105
Hartford,United States,43.6644,-72.3866
Costa Volpino,Italy,45.8306,10.0992
Port Wentworth,United States,32.1942,-81.1984
Yorkshire,United States,38.7882,-77.4495
Uracoa,Venezuela,8.9996,-62.3516
Scionzier,France,46.0572,6.55
Hermantown,United States,46.8058,-92.2407
Zadonsk,Russia,52.3833,38.9167
Irthlingborough,United Kingdom,52.324,-0.614
Winfield,United States,41.8776,-88.1507
Striano,Italy,40.8167,14.5667
Twist,Germany,52.6167,7.0333
Alcanar,Spain,40.543,0.4808
Oxford,United States,36.3155,-78.5848
Manduri,Brazil,-23.0033,-49.3219
Coleford,United Kingdom,51.791,-2.6162
Cold Springs,United States,39.6927,-119.9775
Golbey,France,48.1958,6.4372
Powdersville,United States,34.7825,-82.4958
La Plata,United States,38.5352,-76.9701
Merrill,United States,45.182,-89.6995
Luckau,Germany,51.85,13.7167
Oststeinbek,Germany,53.5442,10.1664
Bithlo,United States,28.5644,-81.1074
Penn Forest,United States,40.9571,-75.6313
Rondon,Brazil,-23.4108,-52.7608
Gatteo,Italy,44.1,12.3833
Landivisiau,France,48.5092,-4.0683
Santa Lucia di Piave,Italy,45.85,12.2833
Chevy Chase,United States,38.9943,-77.0737
Borogani,Moldova,46.5028,28.5442
Wadebridge,United Kingdom,50.517,-4.835
San Juan del Puerto,Spain,37.3167,-6.8333
Paula Candido,Brazil,-20.8739,-42.98
Worpswede,Germany,53.2222,8.9278
Elsenfeld,Germany,49.85,9.1667
Zschopau,Germany,50.75,13.0667
Trebbin,Germany,52.2167,13.1997
Valsequillo de Gran Canaria,Spain,27.9808,-15.4989
Sierning,Austria,48.0447,14.31
Wilmore,United States,37.8786,-84.6545
Saint-Raymond,Canada,46.9,-71.8333
Bilozerka,Ukraine,46.6333,32.4333
San Pedro Ixtlahuaca,Mexico,17.05,-96.8167
Audley,United Kingdom,53.053,-2.304
Saint-Sulpice-la-Pointe,France,43.7742,1.6864
Rainbow City,United States,33.9337,-86.0922
Levokumskoye,Russia,44.8225,44.6611
Saint-Pierre-les-Elbeuf,France,49.2775,1.0406
Brugnera,Italy,45.9,12.5333
Mizhhiria,Ukraine,48.5286,23.5019
Velyka Dymerka,Ukraine,50.5928,30.9103
Miajadas,Spain,39.15,-6.0667
Santiponce,Spain,37.4353,-6.0433
Santa Maria,Argentina,-31.2611,-64.4639
Howell,United States,42.6078,-83.9339
Pleasant Grove,United States,33.4936,-86.9782
Blackhawk,United States,37.816,-121.9071
Palmeira d'Oeste,Brazil,-20.4158,-50.7619
Libercourt,France,50.4839,3.0139
Emu Plains,Australia,-33.7483,150.6678
Ubbergen,Netherlands,51.8333,5.9167
Hope,United States,33.6682,-93.5895
Roxboro,United States,36.3879,-78.9812
Cebazat,France,45.8314,3.1
Sarahs,Turkmenistan,36.5167,61.2167
